region,metro_area,year,employment_rate,employment_rate_15_64,labor_force,labor_force_participation_rate,not_in_labor_force,population_15plus,unemployment_rate,male_labor_force_participation_rate,male_unemployment_rate,male_employment_rate,male_employment_rate_15_64,female_labor_force_participation_rate,female_unemployment_rate,female_employment_rate,female_employment_rate_15_64,gender_employment_rate_gap,gender_labor_force_participation_gap,youth_employed_share,senior_employed_share,core_30_49_employed_share,working_age_employed_share,wage_worker_share,regular_worker_share,temporary_worker_share,daily_worker_share,self_employed_share,short_hours_worker_share,long_hours_worker_share,average_weekly_hours,college_employed_share,quarter_count,is_complete_year,employment_rate_score,employment_rate_15_64_score,labor_force_participation_rate_score,unemployment_rate_score,female_employment_rate_score,female_labor_force_participation_rate_score,gender_employment_rate_gap_score,wage_worker_share_score,regular_worker_share_score,temporary_worker_share_score,daily_worker_share_score,self_employed_share_score,youth_employed_share_score,senior_employed_share_score,short_hours_worker_share_score,long_hours_worker_share_score,college_employed_share_score,labor_market_access_score,female_employment_score,stable_wage_job_score,youth_retention_score,working_time_quality_score,education_job_score,employment_inclusion_score
경북,비수도권,2022,62.875,68.2,1499.0,64.45,826.0,2325.25,2.5,74.75,2.375,72.95,76.875,54.15,2.65,52.7,58.5,20.25,20.6,11.068369183056245,30.560460974263055,34.49132731020297,80.5734135090077,63.693900830283624,45.13453470147644,14.303697794035811,4.272424366942958,28.345608215836616,27.922728626526705,11.421591577318779,38.35,39.1236157531432,4,True,47.38562091503269,42.35727440147329,44.815465729349754,76.0,39.569160997732446,40.15837104072398,41.983852364475204,16.152897022289896,25.355011519925956,68.33931580208701,56.71483908963177,16.315986927606787,23.870554487050246,20.686658329705338,33.07282739018392,76.70778398698657,22.588747631510092,52.63959026146394,40.570461467643874,36.57561007230829,22.27860640837779,54.890305688585244,22.588747631510092,38.25722025498154
광주,비수도권,2022,58.625,64.3,772.75,60.375,507.0,1279.25,2.875,69.475,2.7,67.65,73.15,51.75,3.2,50.075,55.45,17.575000000000003,17.725,14.169497721766993,17.862119663992697,42.90150627724825,90.26841744884773,77.2959089995885,56.76586674849372,16.798002706967207,3.7323922821684397,19.103824096889145,26.8904508751893,11.64015472869967,39.075,50.30122391052241,4,True,19.607843137254903,13.627992633517449,16.168717047451654,64.0,27.664399092970548,29.298642533936658,54.32525951557092,70.43395135523949,57.2962403180994,53.10683558079873,64.28320212851807,69.61559793399742,58.57067424415785,71.21173177254387,38.2728880016702,75.48645709286733,48.49646378460241,28.351138204556,37.096100380826044,62.94716546333062,64.89120300835086,56.87967254726877,48.49646378460241,49.77695723148912
대구,비수도권,2022,59.125,66.9,1265.0,60.949999999999996,812.0,2076.75,2.925,70.775,2.55,68.94999999999999,75.19999999999999,51.675,3.4,49.925,58.675,19.025,19.1,13.110229800788854,20.02344190689002,40.71050271299768,89.78572597473746,78.17672203696957,56.6472745000341,16.62585566989915,4.883015735349084,19.72609437636799,27.42738282981417,10.115903685540523,38.275,53.070041945006906,4,True,22.875816993464056,32.780847145488046,20.210896309314546,62.400000000000006,26.984126984126984,28.95927601809954,47.63552479815456,73.9489808820667,56.97056978213444,54.15812098046979,48.157612075171244,66.02681427380978,46.71798150537673,62.612107428874154,35.56811333741365,84.00394405550422,54.914093630539554,34.56689011206666,34.526309266793696,59.8524195987304,54.66504446712544,59.786028696458935,54.914093630539554,49.71846429528578
대전,비수도권,2022,61.599999999999994,67.925,812.75,63.1,475.25,1288.25,2.35,73.075,2.025,71.625,76.85,53.4,2.85,51.875,58.875,19.75,19.675,17.39200392533274,18.110580488404878,41.6218525689368,90.61557349311175,80.04967242707681,60.64313503175686,15.21917359520855,4.2192922803157495,17.617162459949633,29.020241850659524,11.600137459312652,38.15,57.9401096907953,4,True,39.05228758169932,40.33149171270713,35.32513181019333,80.8,35.82766439909298,36.764705882352935,44.29065743944637,81.42329795517036,67.94374937785217,62.748593127350674,57.45946692183949,78.18953624798006,94.62895102498481,70.22313797951513,27.54414552137071,75.71007286260156,66.20204817570936,48.877227776149944,38.96100924029742,69.55292872603854,82.42604450224997,51.627109191986136,66.20204817570936,59.60772793540523
부산,비수도권,2022,57.125,65.4,1729.75,58.849999999999994,1209.25,2939.25,2.95,68.375,2.975,66.325,73.8,50.125,2.925,48.625,57.175,17.699999999999996,18.250000000000004,13.162840418777193,23.103792737643,39.8742683984477,87.43679773716124,75.87095428228616,51.132700174979995,20.15162466823478,4.616242105049643,21.147800603031246,30.563993528837464,11.206379424649839,38.175,48.553970740989826,4,True,9.803921568627452,21.73112338858197,5.448154657293439,61.599999999999994,21.088435374149675,21.945701357466067,53.74855824682816,64.74743481524582,41.8267943719693,32.62658878745435,51.89635230974606,57.82748956862016,47.306668727432275,50.355786059749654,19.767554109603395,77.91038556156678,44.446640376366666,24.645799903625715,32.260898326147974,49.78493197060713,48.831227393590964,48.83896983558509,44.446640376366666,41.46807796765392
서울,수도권,2022,60.425,68.4,5294.5,62.525,3170.75,8465.5,3.425,71.125,3.425,68.65,75.675,54.8,3.425,52.95,61.65,15.700000000000003,16.325000000000003,17.533523252557828,16.312124263861815,44.48168695692849,91.56799228077921,82.03717378865726,60.38505728642462,17.546711316056445,4.1152220435329205,16.324822839618097,28.683804817080592,10.248559365002953,38.275,61.034742903054884,4,True,31.37254901960783,43.830570902394115,31.28295254833039,46.400000000000006,40.70294784580501,43.09954751131221,62.97577854671278,89.35474955054698,67.23503258788762,48.53454410980256,58.917975324806285,85.6427723510175,96.21248345240797,77.37896491852452,29.238934510373397,83.26266654389487,73.37485990182306,38.22151811758309,48.926091301276664,69.93701478481219,86.79572418546624,56.25080052713413,73.37485990182306,62.25100146968256
세종,비수도권,2022,63.75,67.425,201.25,65.025,108.5,309.75,2.025,77.175,2.0250000000000004,75.625,78.575,53.075,1.975,51.975,56.05,23.65,24.1,11.146712822265414,13.41662547295138,55.66563645877561,92.78919252922552,81.88317422699691,71.10774853344437,9.251800264403549,1.6560652374704028,15.71322328274493,29.343326669681275,9.781632284360876,37.25,70.87140127555448,4,True,53.10457516339871,36.64825046040511,48.857644991212695,91.2,36.28117913832201,35.29411764705884,26.29757785467129,88.74018893054975,96.68100946042118,99.19076816508651,93.38220810386483,89.17001536529526,24.74718169834798,88.89978370027178,25.91661781442602,85.8718465341071,96.17449193592823,57.45261765375413,32.62429154668405,93.43283800504351,56.82348269930988,55.89423217426656,96.17449193592823,65.40032566916439
울산,비수도권,2022,59.15,64.75,584.5,61.125,372.0,956.25,3.2,72.85,3.025,70.625,76.825,48.825,3.5250000000000004,47.125,51.45,23.5,24.025,11.97711645413108,17.793660858019155,43.44699103108322,91.25887026846084,84.70471194459654,64.69447715375051,17.667540862503994,2.4303369531555243,13.83537880854307,28.384381107931468,9.020409396261226,38.15,48.39233531697719,4,True,23.039215686274506,16.942909760589295,21.441124780316333,53.599999999999994,14.285714285714304,16.06334841628961,26.989619377162626,100.0,79.0692890095284,47.796649690051574,82.53105758844109,100.0,34.038994376469084,71.484120592084,30.747270260198704,90.12554611604179,44.07199808915789,28.755812556795032,19.112894026388847,81.8793992576042,52.76155748427654,60.43640818812025,44.07199808915789,47.83634493372379
인천,수도권,2022,62.65,69.4,1669.75,64.825,905.5,2575.0,3.35,74.925,3.3,72.475,77.975,54.975,3.4250000000000003,53.075,60.625,19.400000000000002,19.950000000000003,15.180797201207328,18.04922040458867,42.46811443281848,91.3212039909046,81.44957447279738,57.62609891330146,19.383338020500144,4.4553907421684436,16.97190045489498,26.628457181973033,10.598828576723166,38.8,41.91826354396986,4,True,45.91503267973856,51.19705340699817,47.45166959578209,48.8,41.26984126984129,43.891402714932134,45.90542099192617,87.00983768215306,59.65855550991084,37.31844145760127,54.150628572040475,81.9109187671958,69.8866234571077,70.46728189292256,39.592671444437066,81.30536859246513,29.066246278195496,48.34093892062971,43.68888832556653,64.00967639778028,70.17695267501513,60.449020018451094,29.066246278195496,52.62195376927304
전남,비수도권,2022,66.275,71.225,1033.5,67.8,491.25,1525.0,2.225,75.85,2.125,74.25,77.65,59.725,2.375,58.3,64.05,15.950000000000001,16.124999999999996,9.303759706354505,33.560161035751214,32.76542460241718,77.37348113081298,60.073271098559914,39.59448280336738,16.892523024009623,3.6361635334790368,31.174687566048597,29.256257588914373,11.177928963293436,38.025,36.27423604841099,4,True,69.60784313725496,64.64088397790047,68.36555360281193,84.8,64.9659863945578,65.3846153846154,61.822376009227206,1.7041776316713397,10.14127120919044,52.52960909481694,65.63181478578869,0.0,4.125432863831825,8.751236040292227,26.355225056311923,78.06936621949168,15.984390101419981,71.85357017949184,64.05765926280013,26.00137454429348,6.438334452062026,52.2122956379018,15.984390101419981,39.424604029661545
전북,비수도권,2022,62.2,66.80000000000001,992.25,63.75,564.75,1556.25,2.425,71.625,2.475,69.875,72.425,56.075,2.375,54.75,60.85,15.125,15.549999999999999,11.286499520360032,30.013318012473768,35.44986630450252,80.10888829966679,65.24253945645273,45.21367122019931,16.439959383791976,3.5895684510455843,26.92440521235818,32.1031591792418,10.168789332660497,37.15,42.255576005351394,4,True,42.973856209150355,32.044198895027684,39.894551845342704,78.4,48.86621315192744,48.868778280543005,65.62860438292964,22.332994575744433,25.5723312250638,55.293371721731646,66.28482876333865,24.512409422611086,26.31132684866492,22.86367008680604,12.01406464143389,83.7084200262594,29.848076825601517,48.32815173738019,54.454531938466694,38.79918714169792,24.58749846773548,47.86124233384665,29.848076825601517,40.64644807412141
제주,비수도권,2022,69.95,74.45,410.5,71.45,164.0,574.5,2.125,77.325,2.35,75.525,79.4,65.65,1.925,64.4,69.275,11.125000000000005,11.675,12.565772598943695,23.26947545948495,41.26540787864884,85.87680854707051,66.072018269867,45.4790806992997,14.678258852741596,5.914678717825702,26.76952127171402,32.5374900168332,12.100182026202242,37.050000000000004,51.08718372095836,4,True,93.6274509803922,88.3977900552486,94.02460456942008,88.0,92.63038548752834,92.19457013574663,84.08304498269892,25.64316642526417,26.301181958830234,66.05190743881062,33.69921190729352,25.40566268207057,40.62577027620236,49.6965557331476,9.826139271554752,72.91583296469598,50.31817943161854,91.01246140126523,89.6360002019913,35.42022608245382,45.161163004674975,41.370986118125366,50.31817943161854,58.819836040021535
충남,비수도권,2022,64.25,69.525,1254.75,65.75,652.75,1907.5,2.35,75.675,2.275,73.925,77.75,55.5,2.375,54.2,60.25,19.725,20.174999999999997,13.147186445854103,25.28911802817035,39.48807648452341,84.22199257007533,68.95158324109849,51.94556791111818,12.9309615053932,4.095198868906202,25.005566859500473,28.729703019158258,12.508919493614112,38.55,38.1815851027247,4,True,56.37254901960785,52.11786372007368,53.95430579964851,80.8,46.371882086167815,46.26696832579186,44.40599769319492,37.13454480947983,44.05904036388914,76.72248429820277,59.19859319740786,35.578815700353374,47.13150838553572,41.66065666429982,29.00772403194074,70.6318154693848,20.40528741757845,60.81117963483251,45.681616035051526,50.5386956738666,44.39608252491777,49.81976975066277,20.40528741757845,45.2754385061516
충북,비수도권,2022,64.9,71.1,949.0,66.52499999999999,477.5,1426.75,2.45,76.075,2.55,74.15,78.1,56.825,2.325,55.5,63.449999999999996,18.65,19.25,14.555806147649339,24.953877111647373,37.1870028579892,85.98113597784072,70.7963631933479,52.20285600977732,14.63268246182681,3.9874771737693533,23.513133058997834,28.524979120416646,12.305816787898433,38.3,40.1242670575693,4,True,60.62091503267979,63.72007366482497,59.40246045694195,77.6,52.26757369614512,52.26244343891404,49.36562860438294,44.49644310964118,44.765588676077165,66.33023807496018,60.70827552730186,44.18604348189121,62.89327760418176,42.99453732749073,30.039013024362504,71.76674967577651,24.90808013970668,65.33586228861168,51.29854857981403,52.09731777397432,52.94390746583625,50.90288135006951,24.90808013970668,49.58109959966874
강원,비수도권,2023,63.325,69.55,864.5,65.125,463.0,1327.5,2.8,70.2,2.425,68.525,74.45,60.25,3.175,58.375,64.5,10.149999999999999,9.95,11.341771692175076,30.628986977305466,34.271221334980126,80.72806796643833,71.56838861212752,48.34514692178276,18.73016358216191,4.521780748825789,23.635656702535346,28.839024127395078,11.19625167333108,37.1,40.43345664294911,4,True,50.32679738562095,52.30202578268871,49.56063268892794,66.4,65.3061224489796,67.76018099547511,88.58131487889273,47.57733772325883,34.171791841945364,41.307314935521525,53.220195572403675,43.47941990622834,26.92979556328802,20.414002141636004,28.45702303290264,77.96697925077926,25.624726841105332,54.6473639643094,73.88253944111581,43.951211995871546,23.671898852462014,53.21200114184095,25.624726841105332,45.83162370611751
경기,수도권,2023,63.974999999999994,70.4,7859.5,65.7,4101.75,11961.0,2.6,75.725,2.8249999999999997,73.575,78.575,55.775,2.325,54.45,61.875,19.125,19.950000000000003,14.689121237606837,17.974552057320437,43.43558406371405,90.87921170466538,80.43751570991208,61.21863940056835,15.406167323117003,3.816044176012307,17.83218817795341,21.916240733002397,9.710203625191737,39.1,52.553063230020484,4,True,54.57516339869278,58.563535911602216,53.60281195079089,72.8,47.505668934240376,47.511312217194565,47.17416378316032,82.97105046687363,69.52416309523633,61.606640414551435,63.110849745483065,76.94943076851162,64.38500860765639,70.76437768184513,63.33028578063983,86.27098857567714,53.715828526191956,59.88537781527147,47.397048311531755,70.83242689813122,67.57469314475077,74.80063717815848,53.715828526191956,62.36766864567261
경남,비수도권,2023,62.0,68.175,1805.0,63.574999999999996,1034.75,2839.75,2.5,71.55,2.5250000000000004,69.75,74.9,55.5,2.425,54.175,60.825,15.574999999999996,16.05,10.042024614451392,25.52728920061231,38.42242798326961,85.05025144644775,70.9178258965138,53.111495435146935,15.655622877850169,2.1507075835167004,23.588921231504074,27.29270291192212,12.24737529077272,38.825,44.913028401149894,4,True,41.66666666666667,42.17311233885815,38.66432337434092,76.0,46.258503401360535,46.26696832579186,63.55247981545561,44.98116003584137,47.26083682680074,60.08323933240477,86.44996656705334,43.74895470536525,12.386258045261524,40.7130040783779,36.24655839280819,72.09331969328069,36.00758084393216,49.626025594966436,52.025983847536,56.5048314934931,26.54963106181971,54.16993904304444,36.00758084393216,45.813998647465304
경북,비수도권,2023,63.475,68.35,1500.75,65.2,802.5,2303.25,2.6,74.55,2.625,72.57499999999999,75.75,55.675,2.575,54.275,60.15,18.299999999999997,18.875,9.89115638954334,32.504324163168974,33.417002395296414,79.05637927223401,62.83968823917249,44.52243987683765,14.780191405457204,3.554121803294015,29.13359484862286,25.555354230859397,11.166831349291812,38.6,38.34408464788934,4,True,51.30718954248368,43.462246777163834,50.087873462214425,72.8,46.712018140589564,47.058823529411754,50.980392156862756,12.744020958340082,23.67411540579782,65.42941514242126,66.78160128160006,11.771476856262936,10.698116000679233,12.952275705821478,44.99838747476521,78.13137948364488,20.781932584581607,54.41432744546549,48.25041127562136,36.080125928884435,11.825195853250356,61.564883479205044,20.781932584581607,38.819479427834715
광주,비수도권,2023,60.075,65.625,788.75,61.65,491.0,1279.5,2.575,69.95,2.5749999999999997,68.175,73.525,53.725,2.5,52.35,57.725,15.825,16.225,13.531733045625842,19.08485228328864,42.08357286637842,89.04545381498528,77.81870678209054,57.30586196711963,16.676061110084397,3.86972178130286,19.188060893865497,23.07489148270407,11.677209164272554,39.275000000000006,51.38144216059172,4,True,29.084967320261462,23.38858195211784,25.131810193321595,73.6,37.98185941043085,38.235294117647065,62.39907727797001,72.52026202965726,58.77914105193865,53.85152118560987,62.3585766577339,69.1297838905749,51.43439776844899,66.34663530983377,57.493625910574096,75.27939758431958,51.00021838148457,37.801339866425224,46.20541026868264,63.32785696310292,58.89051653914138,66.38651174744683,51.00021838148457,53.93530896104726
대구,비수도권,2023,59.775,67.8,1286.0,61.65,799.5,2085.5,3.075,71.3,3.025,69.15,75.95,52.625,3.125,51.0,59.675,18.15,18.675,12.97489934009341,21.495128385360843,40.014205765174204,88.91528194366335,77.95611736144139,56.14301556259956,17.099316129518073,4.733564150336414,19.817279974396257,23.19424775067774,10.889255174087378,38.85,53.62498113357982,4,True,27.124183006535947,39.41068139963163,25.131810193321595,57.599999999999994,31.859410430839013,33.2579185520362,51.67243367935409,73.06862158295449,55.58580576465023,51.266743487157825,50.25212439027775,65.50092480899015,45.20369948375219,56.75645545097125,56.89237316922638,79.68247007600705,56.20034438985634,37.31666864987229,38.92992088740977,59.13484400680609,50.980077467361724,68.28742162261672,56.20034438985634,51.8082128373205
대전,비수도권,2023,61.6,67.825,820.0,63.375,473.75,1293.5,2.8,72.4,2.9,70.30000000000001,75.725,54.6,2.65,53.2,59.775,17.1,17.799999999999997,15.617185213748638,19.409503581301465,42.39608551592447,89.52726737425984,80.71474630522671,62.433738206153436,14.079050925428115,4.233207173645154,17.215604020597574,24.958447900238824,10.129025484614544,38.35,60.45621948828152,4,True,39.05228758169936,39.59484346224677,37.258347978910365,66.4,41.83673469387757,42.194570135746616,56.51672433679353,84.07738482719176,72.86099062321782,69.71121262396333,57.26445450066402,80.50542118300227,74.76959302987008,65.05488938218699,48.00528081774913,83.93061968217286,72.03394508294285,45.576369755714126,46.84934305547258,72.88389275160785,69.91224120602854,65.96795024996099,72.03394508294285,62.20395701695449
부산,비수도권,2023,57.7,66.525,1746.0,59.575,1184.5,2930.5,3.125,69.27499999999999,2.75,67.425,75.975,50.65,3.65,48.8,57.25,18.625,18.624999999999993,13.271715586929012,23.764272172046432,39.77395340880389,86.7733515376976,77.25323499118517,52.246732239496815,21.76900198367653,3.2228380114135815,20.352451900357593,24.97292890954894,11.855176164841756,38.85,49.23118248309407,4,True,13.562091503267995,30.018416206261524,10.544815465729354,56.0,21.882086167800455,24.32126696832579,49.48096885813148,70.26365369478272,44.88607880451701,22.749421068262848,71.42442913672066,62.41445848299154,48.52492889507241,47.72782299628028,47.93233327428948,74.28492123875247,46.016297260285526,27.531330793814718,31.89477399808591,54.34760823745496,48.126375945676344,61.108627256520975,46.016297260285526,44.83750224863974
서울,수도권,2023,61.075,69.475,5319.5,62.8,3149.75,8469.0,2.75,70.775,2.55,69.0,76.45,55.6,2.975,53.95,62.95,15.049999999999999,15.174999999999999,17.221516230386403,17.335369206403985,44.210530921528026,91.02842737653614,82.82945279397474,63.13789563776346,16.31126200843445,3.394813632752894,15.74002222388702,22.248272957227293,10.818124567400593,39.4,62.761576384958076,4,True,35.62091503267976,51.749539594843384,33.216168717047424,68.0,45.238095238095255,46.71945701357467,65.97462514417532,92.51646943772826,74.79470324891467,56.07931421597198,69.0142502365588,89.01545937049248,92.7212766548632,73.30760436766722,61.657685854215835,80.0799466057547,77.37735409046293,47.14665583614264,52.64405913194842,76.28403930193323,83.0144405112652,70.86881622998527,77.37735409046293,67.88922751695628
세종,비수도권,2023,64.6,67.85,212.5,65.95,109.75,322.0,2.05,76.5,1.425,75.4,78.425,55.575,2.875,53.975,57.225,21.424999999999997,20.924999999999997,10.564490712002744,14.631849070801909,54.50887620290126,91.72859133798838,82.35879599779744,71.55980845161193,9.119289280492715,1.441000790531013,15.843490980245795,24.088074087086195,9.12055127495164,38.175,70.59676149542489,4,True,58.66013071895422,39.7790055248618,55.36028119507911,90.4,45.3514739229025,46.60633484162898,36.56286043829298,90.63823595870976,97.9224278309316,100.0,96.39626200378119,88.4187299517722,18.23239951529479,84.06456467200319,52.38975638857324,89.56595512872534,95.53792556432505,61.04985435972379,42.84022306760815,94.67513114903895,51.14848209364899,70.97785575864928,95.53792556432505,69.37157866549903
울산,비수도권,2023,59.775,65.525,592.0,61.875,364.75,956.5,3.45,72.95,3.325,70.55,76.675,50.225,3.6,48.35,53.225,22.199999999999996,22.724999999999998,11.550393973093476,18.891432544674434,42.655114634187406,90.29176293278366,83.73177513726874,64.5743236440935,16.9276231144682,2.2298283787070496,14.562893342297873,21.560445530505106,10.842428521358688,39.65,47.16265423286477,4,True,27.124183006535947,22.651933701657477,26.71353251318101,45.599999999999994,19.841269841269863,22.39819004524888,32.987312572087674,96.1173353931469,78.73933103675758,52.31525621802797,85.34111596574887,95.80424719388026,29.26417739928861,67.11622767311931,65.12259082244171,79.94413655536461,41.22181511284919,30.522412305343607,25.075590819535474,81.66345716151231,48.19020253620396,72.53336368890317,41.22181511284919,49.867806937391286
인천,수도권,2023,63.075,69.425,1708.75,65.15,914.0,2623.0,3.175,74.625,3.0999999999999996,72.30000000000001,77.475,55.925,3.3,54.05,61.15,18.250000000000004,18.700000000000003,14.247480751768979,19.598063011172364,42.616384237602,89.78267384416137,80.72708647845539,57.811715088343846,19.003547773793542,3.9268838572818607,17.566645141806113,21.80584637770102,10.813632674099754,39.225,43.635571100266766,4,True,48.692810457516366,51.38121546961321,49.73637961335681,54.400000000000006,45.691609977324255,48.19004524886877,51.21107266435984,84.12663032132515,60.16828291617047,39.637783969097825,61.55746991748139,78.48088187686305,59.44326641385103,64.30463556479575,63.88639322167434,80.10504722339847,33.04666105832255,51.0526013851216,48.36424263018429,64.79420980018759,61.87395098932339,71.9957202225364,33.04666105832255,55.18789768094597
전남,비수도권,2023,66.9,71.85,1041.5,68.375,481.75,1522.75,2.225,75.275,1.825,73.925,77.85,61.475,2.6500000000000004,59.824999999999996,65.05,14.100000000000003,13.799999999999999,8.935072287460407,34.81427719482732,31.759339573818988,76.54552661712665,61.81556425741828,40.39876403295294,17.372132466298833,4.019742533839483,30.28570316078253,28.798253190005994,11.87355439218497,37.875,37.034883597522374,4,True,73.69281045751639,69.244935543278,72.40773286467488,84.8,71.88208616780042,73.30316742081449,70.35755478662051,8.657085499594674,12.349937479607554,49.60068035569674,60.25608765647732,5.126988726590724,0.0,3.761268492962074,28.662405106996232,74.18222404035151,17.74743640949021,75.03636971636732,71.84760279174513,27.1981559435934,1.880634246481037,51.42231457367387,17.74743640949021,40.855418946891824
전북,비수도권,2023,63.275,67.775,1008.0,64.89999999999999,545.5,1553.0,2.5,71.375,2.5,69.575,72.175,58.575,2.5,57.125,63.099999999999994,12.450000000000001,12.799999999999999,10.86248605198745,30.98286144001919,34.44746484471657,78.95688674422263,65.89660793946108,46.36644998286387,15.36008137322253,4.220381652749112,26.558674819054055,28.973909567930875,10.29990345950851,37.3,41.688527151751074,4,True,50.0,39.22651933701658,47.97891036906848,76.0,59.63718820861678,60.18099547511314,77.97001153402536,24.943162605474434,28.738019390709997,61.888082878384715,57.4441997436612,26.6216653244406,21.5668224053657,19.005980985070053,27.777542664867553,82.97575668247657,28.533758007374306,53.301357426521264,65.92939840591843,39.92702598853418,20.286401695217876,55.37664967367206,28.533758007374306,43.89243186620635
제주,비수도권,2023,69.225,74.55,408.75,70.55,170.5,579.25,1.9,76.9,1.7999999999999998,75.5,79.85,64.35,1.975,63.075,69.025,12.425,12.55,12.038345846359679,22.939167966132572,40.71289147365121,86.09948761849644,67.76216455217332,47.819463667505204,14.955644263291607,4.988487991929716,26.49759577141195,27.79685142514215,12.459560616620758,38.0,53.803146021532726,4,True,88.88888888888887,89.13443830570897,87.69771528998243,95.2,86.62131519274375,86.31221719457011,78.08535178777392,32.38797359186583,32.728193719875286,64.35794141325712,46.67945484926107,26.97392300954391,34.72412148953954,51.010806937503794,33.70692908999861,70.90763197163888,56.61329904710867,90.23026062114506,83.67296139169592,40.625497316760644,42.86746421352167,52.307280530818744,56.61329904710867,61.052793853508454
충남,비수도권,2023,64.775,69.75,1281.5,66.475,645.25,1926.25,2.6,75.75,2.4,73.95,77.75,56.825,2.95,55.2,60.650000000000006,18.75,18.925000000000004,12.63376038815678,26.83611016425435,39.03193105412133,83.09570999297058,71.7944420781487,53.50857963920848,14.435841671130602,3.8894870417448075,23.513931209747692,25.883727320093957,12.167500014850166,38.65,39.31183611823454,4,True,59.803921568627494,53.77532228360954,59.05096660808432,72.8,50.907029478458064,52.26244343891404,48.904267589388695,48.47944131844249,48.351284366497865,67.53232585319374,62.08157336329953,44.18144035289097,41.38652056380438,35.505373121249946,43.34422030416756,72.53966127484675,23.025009103943134,61.35755261508034,50.69124683558693,54.12521305086491,38.445946842527164,57.94194078950716,23.025009103943134,47.59781820625161
충북,비수도권,2023,65.425,71.4,960.75,66.95,474.0,1434.75,2.3,77.475,2.125,75.825,80.075,56.25,2.575,54.775,61.85,21.049999999999997,21.225,13.56172896939282,26.265711572166055,37.00353690568438,84.62406399475404,71.40205759799308,53.913244501066195,13.337002338944988,4.1780988757526645,23.146709376338933,24.504980427814946,10.72135177444802,38.725,41.942136086119625,4,True,64.05228758169935,65.93001841620627,62.39015817223201,82.4,48.979591836734684,49.6606334841629,38.29296424452136,46.91356641073596,49.46254942942702,74.24283197741086,58.036778250797504,46.299297751616876,51.77003756342891,37.7749160523132,50.28960627074526,80.62071120356212,29.12157860306865,68.6931160425344,45.64439652180632,54.99100476399765,44.77247680787106,65.4551587371537,29.12157860306865,51.44628857940529
강원,비수도권,2024,63.550000000000004,70.35,867.75,65.325,460.5,1328.0,2.8,70.925,2.675,69.025,75.95,59.925,2.9,58.225,64.55,10.8,10.999999999999996,11.98377554218249,30.972614780854563,33.39657163124953,80.01226600067575,72.2917721850226,50.44421375659109,17.712813178344653,4.135997962038944,23.10558965792948,34.488102847992025,10.201607620407302,36.325,43.12316987815805,4,True,51.79738562091507,58.195211786371935,50.96660808435855,66.4,64.62585034013605,66.28959276018098,85.58246828143021,50.4641190378364,39.93611649214432,47.520176011136236,58.62680800687635,46.53644514304129,34.11350633234987,19.046751129310692,0.0,83.52503203431806,31.859005771790947,56.83980137291139,72.16597046058241,48.616732938206916,26.580128730830282,41.76251601715903,31.859005771790947,46.3040258819135
경기,수도권,2024,64.025,70.75,7938.0,65.75,4133.0,12071.0,2.6,74.92500000000001,2.675,72.9,78.25,56.625,2.475,55.25,62.9,17.65,18.300000000000004,14.070931990977865,18.77545358787232,43.518256628386595,90.08922730980473,80.11025334968156,60.637815162742804,16.173768122903894,3.295362310660949,18.047182127055486,30.255664566953186,8.96271291659105,37.875,53.07580960481104,4,True,54.90196078431377,61.14180478821359,53.95430579964851,72.8,51.13378684807256,51.357466063348426,53.97923875432526,81.66505610665192,67.92914028985886,56.918976151862125,70.40802614637965,75.7095085080062,57.467771665423896,67.57769308557528,21.320749737425103,90.44795298962492,54.92746204451231,60.699517843043964,52.156830555248746,70.52614144055175,62.52273237549959,55.88435136352501,54.92746204451231,59.4528392703969
경남,비수도권,2024,62.1,68.025,1798.75,63.575,1031.5,2830.25,2.2750000000000004,71.44999999999999,2.0,70.025,75.4,55.599999999999994,2.6,54.125,60.05,15.900000000000002,15.849999999999998,9.014134358114855,26.82922073920339,38.22094306421465,83.38031300623862,71.25172352412856,53.28170927077461,16.151331606960564,1.8043230829241148,23.31906620046813,31.780853510832127,11.64200097354111,38.0,45.21330870067047,4,True,42.32026143790851,41.068139963167596,38.66432337434097,83.19999999999999,46.03174603174603,46.71945701357464,62.05305651672432,46.31363352362387,47.72826730221155,57.055993796966206,91.30442563613367,45.30527413429943,0.8846661096785131,35.53278526100688,13.63766740627554,75.47614031044662,36.70357739854467,51.31318119385426,51.601419854015,57.54151887864695,18.208725685342696,44.55690385836108,36.70357739854467,43.32088781146078
경북,비수도권,2024,64.025,68.9,1500.0,65.7,784.25,2283.75,2.55,74.075,2.5,72.225,75.625,57.2,2.6500000000000004,55.675,61.375,16.549999999999997,16.875,9.971303843315948,33.28923607878815,33.1333120123754,77.82769003199765,63.439332896977334,44.25882995880156,16.22489283825846,2.9893484298016864,29.21553973053065,29.88251544244885,10.207307265495206,37.625,39.53851318084119,4,True,54.90196078431377,47.51381215469615,53.60281195079089,74.4,53.0612244897959,53.959276018099565,59.05420991926183,15.137001748060571,22.95020651286774,56.60676243195161,74.69670493154558,11.298880843043449,11.594927019448848,9.829211739132944,23.20047451307937,83.49318252176842,23.550406390531045,57.6046462224502,55.358236809052435,36.13791129349379,10.712069379290895,53.346828517423894,23.550406390531045,39.45168310204037
